Importer Country,Exporter Country,Imported Quantity (metric tons),Total Export (metric tons),Land Use Emission,Implied Carbon Emission,% 
Wallis and Futuna Isds,France,4.671,197278.824,0.013490778,3.19E-07,0.002364578
Israel,Germany,3.996,279955.074,0.022238411,3.17E-07,0.001425462
Belize,Brazil,1.254,1987220.954,0.49538451,3.13E-07,6.31832E-05
Croatia,Brazil,1.245,1987220.954,0.49538451,3.10E-07,6.25777E-05
South Africa,Germany,3.908,279955.074,0.022238411,3.10E-07,0.001393984
Mali,Germany,3.906,279955.074,0.022238411,3.10E-07,0.001393984
Ukraine,Australia,4.2,941099.386,0.069245917,3.09E-07,0.000446236
C??te d'Ivoire,Australia,4.205,941099.386,0.069245917,3.09E-07,0.000446236
Switzerland,Denmark,15.152,68477.261,0.00139181,3.08E-07,0.022129457
Luxembourg,Paraguay,2.874,338328.171,0.036215614,3.08E-07,0.000850462
Netherlands,"China, Hong Kong SAR",5.032,44189.752,0.002686282,3.06E-07,0.011391209
Gabon,Netherlands,4.864,412118.516,0.025941902,3.06E-07,0.001179559
Uganda,Italy,14.808,134849.695,0.002788502,3.06E-07,0.010973634
Trinidad and Tobago,Australia,4.151,941099.386,0.069245917,3.05E-07,0.000440459
Maldives,France,4.436,197278.824,0.013490778,3.03E-07,0.002245979
Paraguay,USA,2.687,1056649.139,0.116995059,2.98E-07,0.000254712
Equatorial Guinea,Poland,6,355987.846,0.017630366,2.97E-07,0.001684594
Poland,Canada,0.589,439667.712,0.220850951,2.96E-07,0.000134027
Nigeria,Germany,3.687,279955.074,0.022238411,2.93E-07,0.00131754
Cyprus,USA,2.636,1056649.139,0.116995059,2.92E-07,0.000249583
Congo,Italy,13.999,134849.695,0.002788502,2.89E-07,0.010363988
Egypt,Denmark,14.095,68477.261,0.00139181,2.86E-07,0.020548782
Singapore,France,4.178,197278.824,0.013490778,2.86E-07,0.002119967
Gibraltar,Brazil,1.142,1987220.954,0.49538451,2.85E-07,5.75311E-05
"China, Macao SAR",United Kingdom,3.775,100651.479,0.007527597,2.82E-07,0.003746215
French Polynesia,Germany,3.503,279955.074,0.022238411,2.78E-07,0.001250089
Montenegro,Belgium,3.895,111310.97,0.007881141,2.76E-07,0.003502031
Comoros,France,4.004,197278.824,0.013490778,2.74E-07,0.002031017
Ireland,Italy,13.124,134849.695,0.002788502,2.71E-07,0.00971848
Jordan,Russian Federation,3.45,27097.949,0.002122105,2.70E-07,0.012723216
South Africa,Belgium,3.78,111310.97,0.007881141,2.68E-07,0.003400523
Pakistan,USA,2.418,1056649.139,0.116995059,2.68E-07,0.00022907
Malaysia,Belgium,3.759,111310.97,0.007881141,2.66E-07,0.003375146
Qatar,Austria,2.402,96789.307,0.010657402,2.64E-07,0.002477152
Chile,Germany,3.306,279955.074,0.022238411,2.63E-07,0.001182638
New Zealand,United Kingdom,3.488,100651.479,0.007527597,2.61E-07,0.003467242
South Sudan,Germany,3.247,279955.074,0.022238411,2.58E-07,0.001160155
Nigeria,Italy,12.423,134849.695,0.002788502,2.57E-07,0.009216418
India,USA,2.319,1056649.139,0.116995059,2.57E-07,0.000219667
Senegal,USA,2.314,1056649.139,0.116995059,2.56E-07,0.000218813
Rep. of Moldova,Netherlands,4.07,412118.516,0.025941902,2.56E-07,0.00098682
Guinea,Spain,3.132,221643.244,0.01796596,2.54E-07,0.001413785
Philippines,Germany,3.163,279955.074,0.022238411,2.51E-07,0.001128678
Lithuania,Italy,12.072,134849.695,0.002788502,2.50E-07,0.008965387
Venezuela,Spain,2.982,221643.244,0.01796596,2.42E-07,0.001346992
Afghanistan,United Arab Emirates,1.471,36390.994,0.005838901,2.36E-07,0.004041857
Iceland,United Kingdom,3.106,100651.479,0.007527597,2.32E-07,0.003081993
Kenya,USA,2.053,1056649.139,0.116995059,2.27E-07,0.000194025
Luxembourg,Brazil,0.893,1987220.954,0.49538451,2.23E-07,4.50155E-05
Luxembourg,Poland,4.495,355987.846,0.017630366,2.23E-07,0.001264863
Estonia,New Zealand,1.398,473179.422,0.075052496,2.22E-07,0.000295793
Iceland,Spain,2.743,221643.244,0.01796596,2.22E-07,0.00123567
Central African Rep.,Germany,2.788,279955.074,0.022238411,2.21E-07,0.000993776
Nigeria,USA,1.98,1056649.139,0.116995059,2.19E-07,0.000187187
North Macedonia,Argentina,0.335,623231.507,0.40577377,2.18E-07,5.37245E-05
Colombia,Netherlands,3.418,412118.516,0.025941902,2.15E-07,0.000828775
Bulgaria,Portugal,53.877,18234.532,7.29E-05,2.15E-07,0.294924554
Uruguay,Netherlands,3.407,412118.516,0.025941902,2.14E-07,0.00082492
Mauritius,Germany,2.694,279955.074,0.022238411,2.14E-07,0.000962299
Poland,Latvia,135.776,12572.583,1.90E-05,2.05E-07,1.078947368
Slovakia,France,2.994,197278.824,0.013490778,2.05E-07,0.001519557
Oman,Netherlands,3.231,412118.516,0.025941902,2.03E-07,0.000782518
Uganda,Belgium,2.87,111310.97,0.007881141,2.03E-07,0.002575769
Djibouti,USA,1.814,1056649.139,0.116995059,2.01E-07,0.000171802
Greenland,Netherlands,3.111,412118.516,0.025941902,1.96E-07,0.000755534
Uruguay,Germany,2.406,279955.074,0.022238411,1.91E-07,0.000858874
Oman,Germany,2.391,279955.074,0.022238411,1.90E-07,0.000854378
Slovenia,Denmark,9.343,68477.261,0.00139181,1.90E-07,0.013651289
Estonia,Portugal,47.633,18234.532,7.29E-05,1.90E-07,0.260631001
Austria,New Zealand,1.187,473179.422,0.075052496,1.88E-07,0.000250491
T??rkiye,Italy,9.038,134849.695,0.002788502,1.87E-07,0.00670611
USA,Germany,2.327,279955.074,0.022238411,1.85E-07,0.000831894
Malaysia,Germany,2.265,279955.074,0.022238411,1.80E-07,0.00080941
Sierra Leone,Ireland,1.714,371070.749,0.038906305,1.80E-07,0.00046265
Mexico,Costa Rica,2.834,26728.16,0.001628467,1.73E-07,0.010623488
C??te d'Ivoire,USA,1.563,1056649.139,0.116995059,1.73E-07,0.000147869
Kuwait,Ukraine,14.607,13824.713,0.000160726,1.70E-07,0.105770068
Mali,Italy,8.209,134849.695,0.002788502,1.70E-07,0.006096463
Austria,Ukraine,14.565,13824.713,0.000160726,1.69E-07,0.105147891
Montenegro,USA,1.52,1056649.139,0.116995059,1.68E-07,0.000143596
Serbia,Ireland,1.592,371070.749,0.038906305,1.67E-07,0.000429236
Iraq,Italy,7.991,134849.695,0.002788502,1.65E-07,0.005917156
Sweden,Argentina,0.25,623231.507,0.40577377,1.63E-07,4.01702E-05
Mauritius,Ireland,1.545,371070.749,0.038906305,1.62E-07,0.000416385
Cuba,Uruguay,0.505,383468.309,0.120259804,1.58E-07,0.000131382
"China, Hong Kong SAR",Portugal,39.202,18234.532,7.29E-05,1.57E-07,0.215363512
Norway,Italy,7.492,134849.695,0.002788502,1.55E-07,0.00555854
Jordan,Germany,1.935,279955.074,0.022238411,1.54E-07,0.000692496
Vanuatu,Australia,2.081,941099.386,0.069245917,1.53E-07,0.000220952
Bulgaria,United Kingdom,2.024,100651.479,0.007527597,1.51E-07,0.002005952
Philippines,Belgium,2.12,111310.97,0.007881141,1.50E-07,0.001903278
Morocco,Italy,7.16,134849.695,0.002788502,1.48E-07,0.005307509
Cura??ao,United Kingdom,1.959,100651.479,0.007527597,1.47E-07,0.001952814
C??te d'Ivoire,Portugal,36.694,18234.532,7.29E-05,1.47E-07,0.201646091
Ukraine,Belgium,2.033,111310.97,0.007881141,1.44E-07,0.001827147
Bangladesh,United Arab Emirates,0.893,36390.994,0.005838901,1.43E-07,0.002449091
Andorra,Paraguay,1.332,338328.171,0.036215614,1.43E-07,0.000394857
Azerbaijan,Germany,1.791,279955.074,0.022238411,1.42E-07,0.000638535
Georgia,Denmark,6.84,68477.261,0.00139181,1.39E-07,0.009986995
United Kingdom,United Arab Emirates,0.859,36390.994,0.005838901,1.38E-07,0.002363458
Azerbaijan,Spain,1.699,221643.244,0.01796596,1.38E-07,0.000768119
Malaysia,France,2.003,197278.824,0.013490778,1.37E-07,0.001015509
Norway,United Kingdom,1.836,100651.479,0.007527597,1.37E-07,0.00181997
Mauritius,Argentina,0.211,623231.507,0.40577377,1.37E-07,3.37627E-05
Cuba,France,2.01,197278.824,0.013490778,1.37E-07,0.001015509
Greenland,Germany,1.703,279955.074,0.022238411,1.35E-07,0.000607058
Malaysia,Italy,6.321,134849.695,0.002788502,1.31E-07,0.004697863
Albania,Germany,1.633,279955.074,0.022238411,1.30E-07,0.000584574
Rep. of Moldova,Poland,2.59,355987.846,0.017630366,1.28E-07,0.00072602
North Macedonia,Belgium,1.772,111310.97,0.007881141,1.25E-07,0.001586065
Norway,Belgium,1.737,111310.97,0.007881141,1.23E-07,0.001560688
Mauritius,Netherlands,1.955,412118.516,0.025941902,1.23E-07,0.000474136
Saint Maarten,Netherlands,1.931,412118.516,0.025941902,1.22E-07,0.000470282
Bolivia (Plurinational State of),USA,1.106,1056649.139,0.116995059,1.22E-07,0.000104278
Azerbaijan,Netherlands,1.898,412118.516,0.025941902,1.19E-07,0.000458717
Morocco,Australia,1.561,941099.386,0.069245917,1.15E-07,0.000166075
Guatemala,Chile,1.044,24577.126,0.002676718,1.14E-07,0.004258947
Gibraltar,Ireland,1.09,371070.749,0.038906305,1.14E-07,0.000293012
New Zealand,Germany,1.407,279955.074,0.022238411,1.12E-07,0.000503633
Jordan,Ukraine,9.58,13824.713,0.000160726,1.11E-07,0.069061633
Guinea-Bissau,Portugal,27.738,18234.532,7.29E-05,1.11E-07,0.152263374
Maldives,Russian Federation,1.4,27097.949,0.002122105,1.10E-07,0.005183532
Marshall Isds,New Zealand,0.685,473179.422,0.075052496,1.09E-07,0.000145232
Bangladesh,Brazil,0.433,1987220.954,0.49538451,1.08E-07,2.18012E-05
Palau,Brazil,0.435,1987220.954,0.49538451,1.08E-07,2.18012E-05
Senegal,Italy,5.088,134849.695,0.002788502,1.05E-07,0.003765463
Azerbaijan,United Arab Emirates,0.657,36390.994,0.005838901,1.05E-07,0.001798284
Ukraine,Germany,1.326,279955.074,0.022238411,1.05E-07,0.000472156
Lithuania,New Zealand,0.656,473179.422,0.075052496,1.04E-07,0.00013857
Namibia,Germany,1.265,279955.074,0.022238411,1.00E-07,0.000449672
Pakistan,United Kingdom,1.33,100651.479,0.007527597,9.95E-08,0.001321803
Sweden,Latvia,65.54,12572.583,1.90E-05,9.90E-08,0.521052632
Japan,Denmark,4.793,68477.261,0.00139181,9.74E-08,0.006998082
Saint Pierre and Miquelon,Belgium,1.376,111310.97,0.007881141,9.74E-08,0.001235862
Mongolia,Russian Federation,1.244,27097.949,0.002122105,9.74E-08,0.004589782
"China, Macao SAR",Poland,1.954,355987.846,0.017630366,9.68E-08,0.000549053
Malaysia,Pakistan,0.735,76720.167,0.009946459,9.53E-08,0.00095813
Kuwait,Germany,1.194,279955.074,0.022238411,9.48E-08,0.000426289
Belgium,Latvia,61.599,12572.583,1.90E-05,9.31E-08,0.49
Chile,United Kingdom,1.244,100651.479,0.007527597,9.30E-08,0.001235454
Antigua and Barbuda,France,1.319,197278.824,0.013490778,9.02E-08,0.000668605
Guyana,Netherlands,1.425,412118.516,0.025941902,8.97E-08,0.000345773
Italy,United Arab Emirates,0.557,36390.994,0.005838901,8.94E-08,0.00153111
Maldives,Belgium,1.261,111310.97,0.007881141,8.93E-08,0.001133085
Egypt,Germany,1.107,279955.074,0.022238411,8.79E-08,0.000395262
Guatemala,France,1.267,197278.824,0.013490778,8.66E-08,0.00064192
Lithuania,Portugal,21.462,18234.532,7.29E-05,8.58E-08,0.117695473
Cook Isds,Brazil,0.342,1987220.954,0.49538451,8.53E-08,1.72189E-05
Niger,USA,0.759,1056649.139,0.116995059,8.40E-08,7.17979E-05
Georgia,Kazakhstan,1.032,18485.077,0.00148823,8.31E-08,0.005583814
Saint Lucia,France,1.19,197278.824,0.013490778,8.14E-08,0.000603375
Mexico,Brazil,0.326,1987220.954,0.49538451,8.13E-08,1.64115E-05
Sudan,Germany,1.021,279955.074,0.022238411,8.11E-08,0.000364684
Pakistan,Argentina,0.122,623231.507,0.40577377,7.94E-08,1.95676E-05
Malaysia,United Kingdom,1.06,100651.479,0.007527597,7.93E-08,0.001053457
Albania,France,1.144,197278.824,0.013490778,7.82E-08,0.000579655
Lithuania,France,1.139,197278.824,0.013490778,7.79E-08,0.000577431
Sri Lanka,USA,0.703,1056649.139,0.116995059,7.78E-08,6.64985E-05
Iceland,Canada,0.154,439667.712,0.220850951,7.74E-08,3.50463E-05
Peru,Germany,0.96,279955.074,0.022238411,7.63E-08,0.0003431
Serbia,USA,0.681,1056649.139,0.116995059,7.54E-08,6.44472E-05
New Zealand,Uruguay,0.24,383468.309,0.120259804,7.53E-08,6.26144E-05
Tunisia,Australia,1.003,941099.386,0.069245917,7.38E-08,0.000106577
T??rkiye,Netherlands,1.156,412118.516,0.025941902,7.28E-08,0.000280627
Mauritius,United Kingdom,0.963,100651.479,0.007527597,7.20E-08,0.000956481
Indonesia,Denmark,3.504,68477.261,0.00139181,7.12E-08,0.005115641
Nigeria,United Arab Emirates,0.44,36390.994,0.005838901,7.06E-08,0.001209132
Singapore,Canada,0.14,439667.712,0.220850951,7.03E-08,3.18314E-05
Guinea-Bissau,Spain,0.855,221643.244,0.01796596,6.93E-08,0.000385729
Japan,Nicaragua,0.59,117466.685,0.013772478,6.92E-08,0.000502451
Denmark,Chile,0.633,24577.126,0.002676718,6.89E-08,0.002574048
Falkland Isds (Malvinas),Brazil,0.275,1987220.954,0.49538451,6.86E-08,1.38478E-05
Namibia,France,0.985,197278.824,0.013490778,6.74E-08,0.000499601
Serbia,Australia,0.915,941099.386,0.069245917,6.73E-08,9.71898E-05
Gabon,Ireland,0.641,371070.749,0.038906305,6.72E-08,0.000172723
Bahamas,France,0.974,197278.824,0.013490778,6.66E-08,0.000493671
"China, Macao SAR",Italy,3.164,134849.695,0.002788502,6.54E-08,0.002345345
Libya,Italy,3.124,134849.695,0.002788502,6.46E-08,0.002316656
Tunisia,France,0.945,197278.824,0.013490778,6.46E-08,0.000478846
Gambia,United Arab Emirates,0.4,36390.994,0.005838901,6.42E-08,0.001099522
Maldives,Mexico,0.1,313264.728,0.200751141,6.41E-08,3.19301E-05
United Rep. of Tanzania,Italy,2.985,134849.695,0.002788502,6.17E-08,0.002212658
Iceland,Belgium,0.87,111310.97,0.007881141,6.16E-08,0.000781613
Oman,Kazakhstan,0.752,18485.077,0.00148823,6.05E-08,0.004065232
Maldives,Italy,2.878,134849.695,0.002788502,5.95E-08,0.002133762
Montserrat,USA,0.537,1056649.139,0.116995059,5.95E-08,5.08568E-05
Brunei Darussalam,United Kingdom,0.791,100651.479,0.007527597,5.92E-08,0.00078644
Madagascar,France,0.86,197278.824,0.013490778,5.88E-08,0.000435853
Qatar,Ireland,0.541,371070.749,0.038906305,5.67E-08,0.000145735
Barbados,Germany,0.714,279955.074,0.022238411,5.67E-08,0.000254964
Croatia,Portugal,13.617,18234.532,7.29E-05,5.44E-08,0.074622771
Eritrea,Netherlands,0.845,412118.516,0.025941902,5.32E-08,0.000205074
Rep. of Korea,Germany,0.669,279955.074,0.022238411,5.31E-08,0.000238776
Mozambique,Ireland,0.504,371070.749,0.038906305,5.28E-08,0.000135711
Colombia,Germany,0.664,279955.074,0.022238411,5.27E-08,0.000236977
Montenegro,Australia,0.716,941099.386,0.069245917,5.27E-08,7.61056E-05
Bahrain,France,0.769,197278.824,0.013490778,5.26E-08,0.000389896
Estonia,United Kingdom,0.7,100651.479,0.007527597,5.24E-08,0.000696105
Maldives,Canada,0.104,439667.712,0.220850951,5.22E-08,2.36359E-05
Viet Nam,United Kingdom,0.689,100651.479,0.007527597,5.15E-08,0.000684149
Gabon,Spain,0.633,221643.244,0.01796596,5.13E-08,0.00028554
Croatia,United Kingdom,0.684,100651.479,0.007527597,5.12E-08,0.000680164
Cameroon,Belgium,0.713,111310.97,0.007881141,5.05E-08,0.00064077
Gambia,Spain,0.612,221643.244,0.01796596,4.96E-08,0.000276078
Bulgaria,Argentina,0.076,623231.507,0.40577377,4.95E-08,1.21989E-05
Togo,United Arab Emirates,0.306,36390.994,0.005838901,4.91E-08,0.000840912
Cambodia,France,0.713,197278.824,0.013490778,4.88E-08,0.000361729
Dominican Rep.,Netherlands,0.762,412118.516,0.025941902,4.80E-08,0.000185029
Azerbaijan,Australia,0.647,941099.386,0.069245917,4.76E-08,6.87405E-05
Pakistan,Brazil,0.191,1987220.954,0.49538451,4.76E-08,9.6087E-06
Rep. of Moldova,Italy,2.264,134849.695,0.002788502,4.68E-08,0.00167832
Serbia,France,0.68,197278.824,0.013490778,4.65E-08,0.00034468
Liberia,Ireland,0.441,371070.749,0.038906305,4.62E-08,0.000118747
"China, Macao SAR",Denmark,2.26,68477.261,0.00139181,4.59E-08,0.003297864
Cabo Verde,Ireland,0.431,371070.749,0.038906305,4.52E-08,0.000116177
Rep. of Moldova,Germany,0.569,279955.074,0.022238411,4.52E-08,0.000203252
Denmark,Portugal,11.077,18234.532,7.29E-05,4.43E-08,0.060768176
Cocos Isds,Brazil,0.177,1987220.954,0.49538451,4.41E-08,8.90218E-06
Ecuador,Brazil,0.175,1987220.954,0.49538451,4.36E-08,8.80124E-06
T??rkiye,Belgium,0.606,111310.97,0.007881141,4.29E-08,0.000544337
Cameroon,Brazil,0.169,1987220.954,0.49538451,4.21E-08,8.49845E-06
T??rkiye,United Kingdom,0.562,100651.479,0.007527597,4.20E-08,0.000557947
Lithuania,United Kingdom,0.56,100651.479,0.007527597,4.19E-08,0.000556619
Estonia,Italy,1.99,134849.695,0.002788502,4.12E-08,0.001477496
Gambia,Netherlands,0.643,412118.516,0.025941902,4.05E-08,0.000156118
"China, Macao SAR",France,0.587,197278.824,0.013490778,4.01E-08,0.00029724
Latvia,Belgium,0.567,111310.97,0.007881141,4.01E-08,0.00050881
Guyana,Brazil,0.15,1987220.954,0.49538451,3.74E-08,7.54969E-06
France,Chile,0.341,24577.126,0.002676718,3.71E-08,0.001386026
Maldives,United Kingdom,0.487,100651.479,0.007527597,3.64E-08,0.000483554
Vanuatu,Brazil,0.143,1987220.954,0.49538451,3.56E-08,7.18634E-06
Falkland Isds (Malvinas),United Kingdom,0.449,100651.479,0.007527597,3.36E-08,0.000446358
Sao Tome and Principe,Portugal,8.375,18234.532,7.29E-05,3.35E-08,0.045953361
Chad,Netherlands,0.527,412118.516,0.025941902,3.32E-08,0.000127978
Spain,Latvia,21.535,12572.583,1.90E-05,3.25E-08,0.171052632
Kenya,Netherlands,0.513,412118.516,0.025941902,3.23E-08,0.000124509
Ukraine,Ireland,0.305,371070.749,0.038906305,3.20E-08,8.22489E-05
Portugal,Mexico,0.047,313264.728,0.200751141,3.01E-08,1.49937E-05
Grenada,Netherlands,0.477,412118.516,0.025941902,3.00E-08,0.000115643
Thailand,Italy,1.431,134849.695,0.002788502,2.96E-08,0.001061502
Mauritius,Uruguay,0.093,383468.309,0.120259804,2.92E-08,2.42808E-05
Cambodia,Ireland,0.276,371070.749,0.038906305,2.89E-08,7.4281E-05
Albania,Spain,0.356,221643.244,0.01796596,2.89E-08,0.00016086
Libya,Netherlands,0.457,412118.516,0.025941902,2.88E-08,0.000111017
Estonia,Canada,0.056,439667.712,0.220850951,2.81E-08,1.27235E-05
North Macedonia,France,0.399,197278.824,0.013490778,2.73E-08,0.00020236
Mauritius,Italy,1.273,134849.695,0.002788502,2.63E-08,0.000943159
Andorra,Austria,0.237,96789.307,0.010657402,2.61E-08,0.0002449
Cyprus,United Kingdom,0.343,100651.479,0.007527597,2.57E-08,0.00034141
Israel,Italy,1.239,134849.695,0.002788502,2.56E-08,0.000918056
Nigeria,France,0.371,197278.824,0.013490778,2.54E-08,0.000188277
Mongolia,Poland,0.512,355987.846,0.017630366,2.54E-08,0.00014407
Niue,Brazil,0.101,1987220.954,0.49538451,2.52E-08,5.08696E-06
Slovenia,Latvia,16.192,12572.583,1.90E-05,2.45E-08,0.128947368
Czechia,Portugal,5.961,18234.532,7.29E-05,2.38E-08,0.032647462
Sweden,Portugal,5.93,18234.532,7.29E-05,2.37E-08,0.032510288
Chile,Spain,0.291,221643.244,0.01796596,2.36E-08,0.00013136
Slovakia,Paraguay,0.219,338328.171,0.036215614,2.34E-08,6.4613E-05
Iceland,Italy,1.12,134849.695,0.002788502,2.32E-08,0.000831988
Qatar,Italy,1.113,134849.695,0.002788502,2.30E-08,0.000824816
Iceland,France,0.327,197278.824,0.013490778,2.24E-08,0.000166039
Kenya,Italy,1.073,134849.695,0.002788502,2.22E-08,0.000796126
Dominica,France,0.32,197278.824,0.013490778,2.19E-08,0.000162333
Mali,India,0.52,943702.03,0.039250948,2.16E-08,5.50305E-05
"China, Macao SAR",Portugal,5.346,18234.532,7.29E-05,2.14E-08,0.029355281
Bulgaria,Brazil,0.086,1987220.954,0.49538451,2.14E-08,4.31988E-06
Lebanon,France,0.297,197278.824,0.013490778,2.03E-08,0.000150473
United Rep. of Tanzania,United Kingdom,0.27,100651.479,0.007527597,2.02E-08,0.000268346
Andorra,Belgium,0.273,111310.97,0.007881141,1.93E-08,0.000244888
Georgia,Germany,0.241,279955.074,0.022238411,1.91E-08,8.58874E-05
North Macedonia,USA,0.165,1056649.139,0.116995059,1.83E-08,1.56417E-05
Ireland,Portugal,4.34,18234.532,7.29E-05,1.74E-08,0.023868313
USA,Chile,0.159,24577.126,0.002676718,1.73E-08,0.000646314
North Macedonia,Australia,0.232,941099.386,0.069245917,1.71E-08,2.46946E-05
Portugal,Chile,0.154,24577.126,0.002676718,1.68E-08,0.000627634
Georgia,France,0.243,197278.824,0.013490778,1.66E-08,0.000123047
Rep. of Korea,United Kingdom,0.21,100651.479,0.007527597,1.57E-08,0.000208566
Argentina,Netherlands,0.25,412118.516,0.025941902,1.57E-08,6.05198E-05
Cura??ao,France,0.23,197278.824,0.013490778,1.57E-08,0.000116376
Guatemala,Canada,0.03,439667.712,0.220850951,1.51E-08,6.83719E-06
Italy,Latvia,9.37,12572.583,1.90E-05,1.42E-08,0.074736842
Haiti,Ireland,0.134,371070.749,0.038906305,1.40E-08,3.59839E-05
Romania,Portugal,3.27,18234.532,7.29E-05,1.31E-08,0.017969822
Colombia,Brazil,0.05,1987220.954,0.49538451,1.25E-08,2.52329E-06
Andorra,Portugal,3.116,18234.532,7.29E-05,1.25E-08,0.017146776
Maldives,Austria,0.112,96789.307,0.010657402,1.23E-08,0.000115413
Costa Rica,Canada,0.023,439667.712,0.220850951,1.16E-08,5.25241E-06
Austria,Portugal,2.882,18234.532,7.29E-05,1.15E-08,0.015775034
Egypt,United Arab Emirates,0.069,36390.994,0.005838901,1.11E-08,0.000190104
Montenegro,Ireland,0.099,371070.749,0.038906305,1.04E-08,2.67309E-05
Bolivia (Plurinational State of),Chile,0.09,24577.126,0.002676718,9.80E-09,0.00036612
Andorra,United Kingdom,0.13,100651.479,0.007527597,9.72E-09,0.000129125
Guinea,Poland,0.193,355987.846,0.017630366,9.56E-09,5.42246E-05
United Rep. of Tanzania,Netherlands,0.149,412118.516,0.025941902,9.38E-09,3.61577E-05
New Zealand,Spain,0.109,221643.244,0.01796596,8.84E-09,4.92042E-05
Norway,Austria,0.08,96789.307,0.010657402,8.81E-09,8.26656E-05
Maldives,Chile,0.074,24577.126,0.002676718,8.06E-09,0.000301115
Slovenia,Portugal,1.944,18234.532,7.29E-05,7.77E-09,0.010658436
Gibraltar,Denmark,0.353,68477.261,0.00139181,7.17E-09,0.000515157
Switzerland,Portugal,1.777,18234.532,7.29E-05,7.10E-09,0.009739369
Poland,Portugal,1.736,18234.532,7.29E-05,6.94E-09,0.00951989
Thailand,Germany,0.085,279955.074,0.022238411,6.75E-09,3.03529E-05
Azerbaijan,Austria,0.061,96789.307,0.010657402,6.72E-09,6.30548E-05
Estonia,Belarus,0.033,45788.254,0.009252847,6.67E-09,7.20859E-05
Cura??ao,Germany,0.08,279955.074,0.022238411,6.35E-09,2.85542E-05
India,United Kingdom,0.082,100651.479,0.007527597,6.13E-09,8.14337E-05
Nicaragua,New Zealand,0.037,473179.422,0.075052496,5.87E-09,7.82119E-06
Thailand,Spain,0.072,221643.244,0.01796596,5.84E-09,3.25059E-05
Ethiopia,Italy,0.276,134849.695,0.002788502,5.71E-09,0.000204769
Bahrain,Poland,0.112,355987.846,0.017630366,5.55E-09,3.14798E-05
Ireland,Argentina,0.008,623231.507,0.40577377,5.21E-09,1.28397E-06
Malaysia,Spain,0.063,221643.244,0.01796596,5.11E-09,2.84427E-05
Togo,Brazil,0.02,1987220.954,0.49538451,4.99E-09,1.0073E-06
Australia,France,0.072,197278.824,0.013490778,4.92E-09,3.64694E-05
Bahrain,Spain,0.053,221643.244,0.01796596,4.30E-09,2.39342E-05
Malta,Portugal,1.074,18234.532,7.29E-05,4.29E-09,0.005884774
Saudi Arabia,Belgium,0.058,111310.97,0.007881141,4.11E-09,5.21498E-05
Namibia,Spain,0.048,221643.244,0.01796596,3.89E-09,2.16521E-05
Montenegro,Uruguay,0.011,383468.309,0.120259804,3.45E-09,2.86879E-06
Fiji,Germany,0.042,279955.074,0.022238411,3.34E-09,1.50191E-05
Slovakia,Costa Rica,0.054,26728.16,0.001628467,3.29E-09,0.00020203
Chile,Italy,0.156,134849.695,0.002788502,3.23E-09,0.000115833
Indonesia,Italy,0.156,134849.695,0.002788502,3.23E-09,0.000115833
Br. Virgin Isds,United Kingdom,0.043,100651.479,0.007527597,3.22E-09,4.27759E-05
Namibia,Ireland,0.03,371070.749,0.038906305,3.15E-09,8.09637E-06
Comoros,Poland,0.06,355987.846,0.017630366,2.97E-09,1.68459E-05
Saint Vincent and the Grenadines,France,0.041,197278.824,0.013490778,2.80E-09,2.07549E-05
Nicaragua,Australia,0.037,941099.386,0.069245917,2.72E-09,3.92803E-06
Australia,Italy,0.13,134849.695,0.002788502,2.69E-09,9.64676E-05
Mauritius,USA,0.024,1056649.139,0.116995059,2.66E-09,2.2736E-06
Austria,Australia,0.036,941099.386,0.069245917,2.65E-09,3.82694E-06
Gabon,United Arab Emirates,0.016,36390.994,0.005838901,2.57E-09,4.40151E-05
Malta,Nicaragua,0.02,117466.685,0.013772478,2.34E-09,1.69904E-05
Maldives,Colombia,0.05,40115.598,0.001837644,2.29E-09,0.000124616
Br. Indian Ocean Terr.,USA,0.02,1056649.139,0.116995059,2.21E-09,1.88897E-06
Spain,Colombia,0.041,40115.598,0.001837644,1.88E-09,0.000102305
Bahrain,Belgium,0.026,111310.97,0.007881141,1.84E-09,2.33469E-05
Dem. Rep. of the Congo,France,0.026,197278.824,0.013490778,1.78E-09,1.31942E-05
"China, Hong Kong SAR",Costa Rica,0.029,26728.16,0.001628467,1.77E-09,0.000108691
Indonesia,United Kingdom,0.021,100651.479,0.007527597,1.57E-09,2.08566E-05
Lithuania,Brazil,0.006,1987220.954,0.49538451,1.50E-09,3.02795E-07
Kazakhstan,Germany,0.018,279955.074,0.022238411,1.43E-09,6.43032E-06
Dominican Rep.,Italy,0.068,134849.695,0.002788502,1.41E-09,5.05648E-05
Croatia,Latvia,0.887,12572.583,1.90E-05,1.34E-09,0.007052632
Benin,Netherlands,0.021,412118.516,0.025941902,1.32E-09,5.08829E-06
United Kingdom,Latvia,0.869,12572.583,1.90E-05,1.31E-09,0.006894737
Estonia,Chile,0.012,24577.126,0.002676718,1.31E-09,4.89405E-05
Pakistan,"China, Hong Kong SAR",0.02,44189.752,0.002686282,1.22E-09,4.54159E-05
Azerbaijan,Ireland,0.011,371070.749,0.038906305,1.15E-09,2.95582E-06
Uruguay,Chile,0.009,24577.126,0.002676718,9.80E-10,3.6612E-05
Andorra,Netherlands,0.015,412118.516,0.025941902,9.44E-10,3.6389E-06
